Region,Codigo region,Comuna,Codigo comuna,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-28,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
Libertador General Bernardo O'Higgins,6,Rancagua,6101,26,24,38,30,22,21,22,41,21,27,13,29,44,13,31,13,25,0,37,14,30,11,40,34,18,13,9,32,32,21,32,18,27,44,17,31,15,30,43,11,29,16,33,40,13,25,12,31,31,13,23,12,26,37,21,14,19,30,25,23,25,26,26,40,30,29,30,29,35,23,30,27,40,36,22,22,23,27,28,34,23,17,35,30,23,27,49,31,31,23,27,25,29,17,23,20,0,32,30,23,0,28,35,22,29,29,31,16,22,28,21,37,32,27,30,24,23,28,21,27,32,31,0,35,21,22,19,22,0,48,30,30,26,0,28,31,28,24,34,0,36,28,18,0,29,0,37,28,25,22,22,0,0,42,22,23,30,28,0,0,29,26,22,29,23,0,0,37,29,22,34,20,0,0,30,27,30,27,14,0,0,23,33,38,33,24
Libertador General Bernardo O'Higgins,6,Rengo,6115,6,6,13,8,1,9,8,3,5,7,3,7,4,5,6,3,4,0,9,10,3,1,3,6,6,6,2,5,5,8,3,1,2,7,7,4,1,3,5,7,4,1,4,6,7,2,4,2,7,5,1,2,6,6,2,8,2,5,0,0,2,2,0,3,2,5,4,4,2,1,4,4,7,6,4,3,4,7,6,9,2,3,6,2,4,2,12,6,2,2,6,7,7,5,4,1,0,6,4,4,0,3,11,2,6,1,4,5,5,5,5,0,7,5,2,4,0,8,0,6,0,8,0,7,0,9,0,10,0,0,4,4,3,0,2,4,9,7,2,0,3,3,8,0,12,0,5,3,3,0,5,0,0,9,7,3,0,6,0,0,9,2,1,0,7,0,0,4,5,1,2,2,0,0,6,6,2,4,6,0,0,5,1,9,8,6
Libertador General Bernardo O'Higgins,6,San Fernando,6301,9,11,12,7,3,5,4,6,3,3,5,8,15,8,2,3,2,0,6,4,4,5,8,6,11,1,1,5,9,11,2,1,5,9,6,12,7,7,6,2,5,8,5,6,7,7,2,3,12,5,3,3,2,11,4,6,5,8,14,7,5,1,3,3,1,4,1,2,6,3,6,3,6,4,3,6,5,3,5,2,1,2,11,4,2,3,11,4,3,0,3,8,5,2,5,4,0,9,2,0,0,5,8,5,3,0,5,4,4,4,3,3,4,2,2,5,3,7,3,6,6,5,0,8,3,3,2,3,0,6,5,3,6,0,3,7,5,4,4,0,5,3,2,0,4,0,5,3,3,2,0,0,0,0,0,0,5,5,0,0,1,7,4,4,5,0,0,6,6,0,3,2,0,0,2,3,2,5,4,0,0,3,3,4,3,3
Libertador General Bernardo O'Higgins,6,San Vicente,6117,2,0,0,1,0,2,0,1,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,3,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,0,1,2,0,0,1,1,1,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,1,2,0,2,0,1,1,0,2,2,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,2,1,0,0,3,0,6,0,0,0,2,1,1,1,0,0,0,1,0,0,0,2,1,1,0,1,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,1,1
Libertador General Bernardo O'Higgins,6,Santa Cruz,6310,6,2,4,9,6,4,8,6,4,5,2,2,6,4,3,3,4,0,4,4,4,5,5,3,2,4,2,2,5,3,5,5,3,7,5,4,3,4,7,2,5,2,1,10,3,1,3,2,1,3,1,4,2,6,5,2,2,2,3,6,5,5,10,7,4,0,0,2,2,4,0,5,12,0,7,8,1,6,3,1,4,3,4,0,4,0,9,0,5,0,3,10,0,7,0,5,0,4,1,8,0,0,7,0,9,0,7,6,0,3,0,10,6,0,6,0,5,9,0,7,0,7,0,3,0,4,0,12,0,1,8,0,5,0,6,0,0,0,1,0,8,0,4,0,10,0,13,0,5,0,6,0,0,8,0,4,0,6,0,0,0,0,15,0,5,0,0,7,0,1,4,3,0,0,7,0,7,3,5,0,0,5,0,5,5,5
Los Lagos,10,Ancud,10202,0,3,3,1,0,1,4,2,3,0,2,2,2,2,2,1,0,0,2,2,1,1,2,2,1,1,2,2,1,4,2,2,1,1,2,0,3,2,1,1,1,1,0,3,2,3,0,1,2,1,1,1,0,3,6,0,1,2,3,1,0,1,0,1,0,2,0,4,6,0,3,0,6,0,2,0,2,2,0,3,0,3,3,0,4,0,6,0,2,0,3,3,0,2,0,1,0,2,0,1,0,1,1,0,4,0,3,2,0,2,0,0,2,0,2,0,3,2,0,5,1,2,0,3,0,3,0,3,0,2,1,0,1,0,6,0,1,0,1,0,4,0,0,0,2,0,2,0,5,0,2,0,0,3,0,1,0,1,0,0,1,0,2,0,2,0,0,6,0,3,0,4,0,0,3,0,2,0,3,0,0,3,0,1,0,4
Los Lagos,10,Calbuco,10102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Los Lagos,10,Castro,10201,5,4,12,6,6,5,3,4,6,3,3,6,3,4,4,4,2,0,5,8,5,7,7,7,6,3,2,2,9,8,4,3,3,5,3,2,1,6,5,7,0,3,6,5,5,2,3,7,6,5,5,3,2,6,7,2,5,3,7,3,4,2,5,7,0,11,1,4,6,0,9,4,10,0,11,0,3,7,0,7,0,3,10,0,7,2,12,0,7,0,5,11,0,4,1,4,1,5,0,2,0,9,5,0,8,0,3,10,0,4,0,10,9,0,9,0,7,7,0,5,0,4,0,5,1,4,0,6,0,5,10,0,7,0,10,0,8,0,6,0,2,0,5,0,6,0,7,0,9,0,6,0,0,9,0,7,0,7,0,0,14,0,7,0,4,0,0,8,0,6,1,8,0,0,9,0,3,0,8,0,1,8,0,6,0,8
Los Lagos,10,Chonchi,10203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Fresia,10104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Frutillar,10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Futaleufú,10402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Hualaihué,10403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Los Muermos,10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Osorno,10301,11,8,16,15,6,7,9,7,11,8,3,9,11,17,4,7,8,0,16,16,9,12,8,10,15,12,4,9,10,7,6,9,11,8,15,7,10,6,17,7,6,8,8,13,16,8,9,8,17,13,7,9,7,15,11,4,13,10,14,14,7,8,7,19,2,5,4,2,11,4,8,8,6,7,6,11,4,12,6,8,10,17,17,5,9,7,16,2,19,8,11,9,11,8,7,8,0,20,5,6,0,7,22,9,18,6,11,15,7,17,3,14,23,7,11,5,13,8,3,8,3,10,0,12,6,10,4,19,0,15,13,7,10,0,13,2,13,4,18,0,16,9,12,0,10,0,12,5,7,3,13,0,0,14,1,10,2,12,0,0,11,2,6,4,10,0,0,15,2,10,5,11,0,0,16,3,13,7,15,0,0,16,3,11,3,8
Los Lagos,10,Puerto Montt,10101,25,18,22,20,16,13,20,23,20,14,11,13,30,8,12,21,14,0,22,15,12,11,16,28,16,15,14,12,18,17,9,9,16,24,15,16,18,16,30,9,11,12,12,22,18,14,14,15,25,14,17,11,16,24,9,4,9,7,15,12,14,12,12,24,13,14,11,4,22,15,12,17,22,23,18,13,9,24,18,12,14,20,19,11,31,12,30,12,19,5,19,25,7,27,7,12,0,24,4,18,0,20,22,15,17,3,19,25,5,22,6,31,23,12,23,3,11,20,14,18,10,21,0,24,10,15,12,16,0,20,23,10,14,0,22,5,20,9,24,0,31,12,20,0,21,0,20,10,19,6,18,0,0,31,9,19,4,11,0,0,19,6,14,12,21,0,0,28,2,27,7,23,0,0,26,7,17,9,15,0,0,26,15,18,6,20
Los Lagos,10,Puerto Varas,10109,6,4,5,6,2,2,0,3,2,5,1,2,2,4,5,2,6,0,4,3,0,2,5,3,2,2,1,7,2,1,2,2,0,5,2,8,2,2,6,1,0,5,4,5,4,4,0,3,2,1,3,0,1,2,0,1,0,0,1,2,0,0,5,5,0,3,0,7,3,0,2,2,7,0,10,0,7,2,0,3,0,7,7,0,4,0,12,0,6,0,2,6,0,7,0,5,0,4,0,5,0,1,3,0,3,0,6,7,0,5,0,7,7,0,4,0,9,2,0,8,0,3,0,2,0,3,0,6,0,1,9,0,8,0,5,0,6,0,1,0,5,0,7,0,3,0,3,0,9,0,4,0,0,3,0,7,0,4,0,0,6,0,5,0,2,0,0,5,0,3,0,1,0,0,7,0,1,0,5,0,0,9,0,6,0,7
Los Lagos,10,Puqueldón,10206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Purranque,10303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Puyehue,10304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Queilén,10207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Quellón,10208,1,0,0,1,0,2,0,3,2,2,0,1,2,1,1,0,0,0,2,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,0,1,2,1,1,0,0,0,1,2,0,0,2,0,0,3,2,1,1,3,0,2,1,0,2,1,0,0,0,2,0,2,0,1,3,0,1,0,0,0,3,0,0,3,0,1,0,3,2,0,1,0,2,0,1,0,1,6,0,1,0,3,0,4,0,0,0,2,2,0,2,0,0,1,0,0,0,2,1,0,4,0,2,0,0,1,0,2,0,1,0,2,0,3,0,3,3,0,2,0,2,0,3,0,2,0,3,0,1,0,0,0,4,0,3,0,2,0,0,0,0,8,0,0,0,0,3,0,2,0,2,0,0,3,0,5,0,2,0,0,3,0,0,0,1,0,0,5,0,0,0,2
Los Lagos,10,Río Negro,10305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Ríos,14,Corral,14102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Ríos,14,Futrono,14202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Ríos,14,La Unión,14201,0,1,0,0,2,0,1,1,0,0,1,0,1,0,0,1,2,0,1,0,1,0,0,2,2,0,1,1,0,1,0,0,2,1,2,0,0,1,3,1,0,1,2,1,0,0,1,0,3,2,0,0,0,0,0,0,3,3,0,0,0,0,1,1,1,2,1,1,1,1,1,1,2,1,0,1,1,2,0,1,0,2,1,1,2,0,0,1,0,1,2,3,0,0,2,3,0,0,1,2,0,2,3,2,0,1,1,2,2,2,4,1,3,3,0,1,1,1,0,2,2,2,0,3,1,0,1,1,0,4,1,2,1,0,2,1,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,4,1,3,0,1,0,1,1,1,0,1
Los Ríos,14,Lanco,14103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Ríos,14,Los Lagos,14104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Los Ríos,14,Mariquina,14106,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
Los Ríos,14,Paillaco,14107,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Los Ríos,14,Panguipulli,14108,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,4,1,0,1,1,2,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,2,0,0,1,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,2
Los Ríos,14,Río Bueno,14204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
