Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-04-22,21,3,0,0,0,0,0,5,0,0,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,18,0,1,3,5,0,0,0,0,20,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,17,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,25,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,2,1,1,3,0,7,0,0,0,1,0,0,8,12,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,8,1,7,0,0,0,1,14,0,0,13,0,0,0,0,0,0,0,0,2,17,0,0,0,1,0,0,0,0,0,0,0,0,14,0,32,0,11,0,0,0,0,18,0,0,0,10,10,0,0,0,0,11,0,21,0,15,0,2,18,0,26,0,0,11,9,78,6,0,10,1,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,9,0,0,5,4,9,0,27,0,0,23,0,0,0,0,0,0,4,0,0
2020-04-23,18,13,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,2,0,19,0,4,2,2,0,0,1,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,4,2,18,0,0,5,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,1,1,4,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,5,0,0,0,0,0,0,0,0,15,0,34,0,13,0,0,0,0,7,0,0,0,9,5,0,0,1,0,10,0,22,0,10,0,3,18,0,13,0,0,13,13,48,4,0,17,0,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,10,0,0,4,7,6,0,20,0,0,10,0,0,0,0,0,0,5,0,0
2020-04-24,21,9,0,0,0,0,0,10,0,1,11,0,0,0,3,0,0,0,3,0,0,0,0,1,0,17,0,0,3,6,0,0,0,0,13,1,0,0,0,0,0,0,8,0,0,0,0,0,11,3,17,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,2,0,3,3,0,3,0,0,0,0,0,0,17,20,7,0,0,0,0,3,0,0,0,2,0,0,0,1,1,1,6,2,2,5,0,0,0,22,0,0,9,0,0,5,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,0,15,0,33,0,22,0,0,0,0,23,0,0,0,8,8,0,0,1,0,13,0,35,0,8,0,2,19,0,15,0,0,10,12,54,7,0,17,4,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,6,5,6,0,25,0,0,11,0,0,0,0,0,0,3,0,0
2020-04-27,23,17,0,0,0,0,1,16,0,0,17,0,0,0,0,0,0,0,5,0,0,0,0,1,0,34,0,3,5,7,0,0,0,0,18,0,0,0,1,0,0,0,24,0,0,0,0,0,16,4,11,0,0,8,0,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,34,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,11,2,4,3,1,10,0,0,0,0,0,0,17,19,7,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,10,0,5,7,0,0,2,18,0,0,16,0,0,2,0,0,0,0,0,2,35,0,1,0,8,0,0,2,0,0,0,0,0,13,1,42,0,26,0,0,0,0,19,0,0,0,15,11,0,0,0,0,32,0,33,0,20,0,0,26,0,26,0,0,26,21,132,9,0,18,1,0,0,0,33,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,10,0,0,3,17,12,0,44,0,0,28,0,1,0,0,0,0,2,0,0
2020-04-28,25,6,0,0,2,0,1,9,0,0,8,0,0,0,2,0,0,0,4,0,0,0,0,1,0,20,0,2,5,7,0,0,0,0,22,0,0,0,0,0,0,0,10,0,0,0,0,0,4,6,16,0,0,8,0,1,0,7,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,30,2,4,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,32,0,0,0,10,0,0,5,0,0,0,0,0,14,0,28,0,24,0,0,0,0,21,0,0,0,11,7,0,0,0,0,11,0,18,0,13,0,2,19,0,12,0,0,22,17,52,7,0,17,1,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,12,0,0,5,6,11,0,37,0,0,22,0,0,0,0,0,0,0,0,0
2020-04-29,24,6,0,0,0,0,3,4,0,0,6,0,0,0,3,0,0,0,9,0,0,0,0,1,0,17,0,5,7,6,0,0,0,0,15,0,0,0,0,0,0,0,9,1,0,0,0,0,8,1,12,1,0,3,0,0,0,7,0,0,1,0,0,0,0,2,0,0,2,0,1,0,0,22,1,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,2,2,4,4,0,7,0,0,0,0,0,0,9,31,4,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,8,1,9,5,0,0,0,10,0,0,18,0,0,3,0,0,0,0,0,0,10,0,0,0,2,0,0,8,0,0,0,0,0,16,0,30,0,21,0,0,0,0,7,0,0,0,1,8,0,0,0,2,13,0,29,0,15,1,2,25,0,14,0,0,8,10,68,5,0,13,2,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,4,12,0,0,3,7,9,0,28,0,0,15,0,0,0,0,0,0,2,0,0
2020-04-30,21,9,0,0,0,0,0,7,0,1,6,0,0,0,4,0,0,0,5,0,0,0,0,3,0,22,0,5,2,6,0,0,0,0,16,0,0,0,0,0,0,0,9,0,0,0,0,0,9,5,11,0,0,7,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,3,0,0,0,0,2,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,9,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,7,0,0,4,1,0,0,0,0,24,0,19,0,19,0,0,0,1,13,0,0,0,7,12,0,0,0,2,18,0,21,0,4,0,0,15,0,14,0,0,9,15,59,5,0,18,3,0,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,2,16,0,0,3,6,13,0,33,0,0,24,0,0,0,0,0,0,1,0,0
2020-05-04,30,12,0,0,0,0,1,17,0,0,17,0,0,0,5,0,0,0,8,0,0,0,0,3,0,36,0,6,9,14,0,0,0,0,9,2,0,0,0,0,0,0,21,0,0,0,0,0,16,3,27,0,0,11,0,1,0,2,0,0,0,0,0,0,0,4,0,0,3,0,2,0,0,41,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,49,12,11,0,9,6,0,12,0,0,0,0,0,0,16,30,12,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,17,3,7,5,0,0,1,24,0,0,20,0,0,4,0,0,0,0,0,1,28,0,0,0,5,1,0,11,0,0,0,0,0,30,0,50,0,27,0,0,0,0,20,0,0,0,18,9,0,0,0,1,31,0,39,0,23,0,1,39,0,42,0,0,25,23,144,11,0,28,5,0,0,0,37,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,2,0,0,8,0,0,0,0,12,15,0,0,10,14,10,0,41,0,0,24,0,0,0,0,0,0,4,0,0
2020-05-05,30,14,0,0,0,0,0,10,0,0,13,0,0,0,4,0,0,0,1,0,0,0,0,0,0,21,0,4,2,4,0,0,0,0,26,0,0,0,0,0,0,0,15,0,0,0,0,0,18,7,12,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,42,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,4,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,4,0,0,12,0,0,0,0,0,11,0,37,0,33,0,0,0,0,16,0,1,0,13,15,0,0,0,0,15,0,52,0,16,0,0,12,0,32,0,0,14,14,63,9,0,18,0,1,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,7,0,0,4,12,10,0,25,0,0,19,0,0,0,0,0,0,3,0,0
2020-05-06,10,11,0,0,0,0,0,7,0,0,10,0,0,0,2,0,0,0,4,0,0,0,0,2,0,22,0,1,3,2,0,0,0,0,28,0,0,0,0,0,0,0,5,0,0,0,0,0,3,2,17,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,27,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,3,0,5,2,0,7,0,0,0,0,0,0,19,19,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,11,5,0,0,0,15,0,0,15,0,0,4,0,0,0,0,0,0,13,0,0,0,4,0,0,13,0,0,0,0,0,11,0,24,0,23,0,0,0,0,10,0,0,0,8,5,0,0,0,2,9,0,24,0,10,0,0,13,0,17,0,0,11,11,90,4,0,23,2,1,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,9,1,0,6,9,6,0,30,0,0,19,0,0,0,0,0,0,2,0,0
2020-05-07,10,9,0,0,0,0,0,9,0,0,6,0,0,0,2,0,0,0,6,0,0,0,0,1,0,19,0,11,3,5,0,0,0,0,19,0,0,0,0,0,0,0,14,0,0,1,0,0,9,4,17,0,0,5,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,5,2,0,0,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,2,0,0,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,13,0,6,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,11,0,0,0,0,0,11,0,24,0,17,0,0,0,0,8,0,0,0,5,3,0,0,0,0,14,0,26,0,14,0,0,12,0,15,0,0,13,11,30,2,0,17,4,1,0,0,14,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,9,0,0,6,11,10,0,29,0,0,21,0,0,0,0,0,0,0,0,0
2020-05-08,14,5,0,0,0,0,0,13,0,0,11,0,0,0,3,0,0,0,7,0,0,0,0,1,0,26,0,3,7,6,0,0,0,0,19,0,0,0,0,0,0,0,11,0,0,0,0,0,6,1,16,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,0,0,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,27,6,3,0,3,3,0,5,0,0,0,0,0,0,11,19,2,0,0,0,0,1,0,0,0,2,0,1,0,2,0,1,15,0,5,1,0,0,0,13,0,0,15,0,0,1,0,0,0,0,0,1,18,0,0,0,4,0,0,14,0,0,1,0,0,23,1,22,0,25,0,0,0,0,16,0,0,0,9,2,0,0,0,0,22,0,30,0,11,0,0,16,0,21,0,0,14,10,57,2,0,23,1,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,13,0,0,2,9,7,0,36,0,0,23,0,0,0,0,0,0,2,0,0
2020-05-11,31,6,0,0,0,0,1,19,0,1,14,0,0,0,5,0,0,0,5,0,0,0,0,0,0,26,0,6,8,11,0,0,0,0,26,0,0,0,0,0,1,0,14,0,1,0,0,0,3,0,24,2,0,8,0,0,0,3,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,29,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,8,2,10,3,0,11,0,0,0,0,0,0,9,25,6,0,1,0,0,6,0,0,0,3,0,0,1,1,0,0,9,1,11,4,0,0,1,17,0,0,9,0,0,1,0,0,0,0,0,2,29,0,0,0,4,0,0,24,1,0,0,0,0,14,0,37,0,28,0,0,0,0,22,0,0,0,20,13,0,0,0,0,15,0,24,0,18,1,0,20,0,29,0,0,18,11,100,9,0,29,2,0,0,0,32,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,9,14,0,0,8,13,10,0,25,0,1,21,0,0,0,0,0,0,4,0,0
2020-05-12,23,7,0,0,0,0,0,13,0,0,8,0,0,0,1,0,0,0,4,0,0,0,0,0,0,15,0,5,3,7,0,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0,0,0,7,4,18,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,23,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,29,7,5,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,5,0,0,11,0,0,0,0,0,17,0,29,0,14,0,0,0,0,15,0,0,0,7,9,0,0,0,1,14,0,23,0,13,0,0,15,0,24,0,0,12,12,35,6,0,18,5,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7,11,0,0,1,6,7,0,23,0,0,25,0,0,0,0,0,0,5,0,0
2020-05-13,20,7,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,2,2,3,0,0,0,0,21,0,0,0,0,0,0,0,5,0,0,0,0,0,5,1,5,0,1,7,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,3,0,0,32,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,2,0,7,2,0,4,0,0,0,0,0,0,8,27,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,8,3,0,0,2,17,0,0,13,0,0,0,0,0,0,0,0,0,14,1,0,0,3,0,0,10,0,0,0,0,0,13,0,33,0,16,0,0,0,0,15,0,0,0,7,7,0,0,0,1,16,0,34,0,6,0,0,20,0,18,0,0,4,10,82,3,0,17,1,1,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,0,0,3,11,11,0,23,0,0,16,0,0,0,0,0,0,2,0,0
2020-05-14,17,13,0,0,0,0,0,10,0,0,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,14,0,3,5,5,0,0,0,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,5,4,12,0,0,6,0,1,0,7,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,37,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,23,4,5,0,0,0,0,1,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,9,1,7,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,11,0,0,0,1,0,12,0,14,0,14,0,0,0,0,9,0,0,0,6,5,0,0,0,0,7,0,39,0,12,0,2,18,0,11,0,0,6,10,36,5,0,19,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,7,0,0,5,4,9,0,20,0,0,8,0,0,0,0,0,0,8,0,0
2020-05-15,23,13,0,0,0,0,0,5,0,0,11,0,0,0,1,0,0,0,9,0,0,0,0,2,0,22,0,3,3,8,0,0,1,0,15,3,0,0,0,0,0,0,7,0,0,0,0,0,4,4,14,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,4,1,5,1,1,4,0,0,0,0,0,0,8,12,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,20,1,2,0,0,0,0,12,0,0,14,0,0,1,0,0,0,0,0,0,22,0,0,0,2,0,0,11,0,0,0,0,0,22,0,25,0,27,0,0,0,1,21,0,0,0,8,2,0,0,0,0,12,0,27,0,7,0,0,16,0,14,0,0,5,7,40,4,0,22,6,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,7,0,0,6,4,8,0,34,0,0,15,0,0,0,0,0,0,1,0,0
2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,32,14,0,0,0,2,1,19,0,1,13,0,0,0,8,0,0,0,5,0,0,0,0,0,0,24,0,2,5,8,0,0,1,0,16,1,0,0,0,0,0,0,15,0,0,0,0,0,12,6,17,0,0,8,0,0,0,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,23,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,9,1,4,2,0,5,0,0,0,0,0,0,20,24,4,0,0,0,0,4,0,0,0,0,0,2,2,1,1,0,15,0,7,3,0,0,1,17,0,0,9,0,0,6,0,0,0,0,0,0,26,0,0,0,5,0,0,14,0,0,0,0,0,19,0,29,0,32,0,0,0,0,16,0,0,0,12,6,0,0,0,0,22,0,40,0,16,0,2,31,1,27,0,1,31,24,111,11,0,21,3,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,13,0,0,4,12,12,0,37,0,0,15,0,0,0,0,0,0,6,0,0
2020-05-19,19,7,0,0,0,0,0,12,0,0,12,0,0,0,2,0,0,0,6,0,0,0,0,2,0,16,0,5,4,6,0,0,0,0,20,0,0,0,0,0,0,0,11,0,0,0,0,0,7,1,13,0,0,8,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,25,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,30,4,2,1,1,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,10,1,0,0,0,0,13,0,23,0,26,0,0,0,0,13,0,0,0,10,8,0,0,0,1,22,0,22,0,16,0,0,14,0,12,0,0,20,9,49,2,0,20,3,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,9,0,0,7,3,7,0,40,0,0,28,0,1,0,0,0,0,1,0,0
2020-05-20,16,7,0,0,0,0,2,4,0,0,7,0,0,0,3,0,0,0,6,0,0,0,0,1,0,17,0,2,5,2,0,0,0,0,14,1,0,0,0,0,0,0,14,0,0,0,0,0,4,4,13,0,0,5,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,29,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,23,4,0,2,8,1,0,2,0,0,0,0,0,0,6,18,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,16,3,6,5,0,0,2,17,0,1,16,0,1,1,0,0,0,0,0,2,18,0,0,0,1,0,0,9,0,0,0,0,0,12,0,21,0,16,0,0,0,0,6,0,0,0,4,2,0,0,0,1,11,0,21,0,9,0,0,16,0,15,0,0,12,10,49,11,0,19,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,6,0,0,7,9,5,0,34,0,0,13,0,0,0,0,0,0,1,0,0
2020-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,21,12,0,0,0,0,1,15,0,0,9,0,0,0,3,1,1,0,3,0,0,0,0,0,0,17,0,8,6,7,0,0,0,0,24,1,0,0,0,0,0,0,14,0,0,0,0,0,10,2,8,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,49,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,5,2,0,1,1,9,0,0,0,0,0,0,7,20,1,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,25,0,5,1,0,0,0,16,0,0,7,0,0,4,0,0,0,0,0,0,26,0,0,0,5,0,0,16,0,0,0,0,0,26,0,25,0,23,0,0,0,1,25,0,0,0,10,11,0,0,0,0,21,0,40,0,17,0,0,34,0,22,0,0,22,10,29,9,0,30,1,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,0,0,3,8,11,0,32,0,0,16,0,0,0,0,0,0,3,1,0
2020-05-25,30,17,0,0,0,0,0,23,0,0,18,0,0,0,8,0,0,0,7,0,0,0,0,1,0,33,0,7,9,10,0,0,0,0,21,1,0,0,0,0,0,0,17,0,0,0,0,0,9,3,20,0,0,10,0,0,0,3,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,31,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,8,0,7,1,0,5,0,0,0,0,0,0,22,22,3,0,0,0,0,2,0,0,0,3,0,0,1,3,2,0,19,1,8,4,0,1,1,24,0,0,2,0,0,5,0,0,0,0,0,1,33,0,0,0,3,0,0,13,0,0,0,0,0,28,0,34,0,25,0,0,0,0,25,0,0,0,26,15,0,0,0,2,29,0,38,0,0,0,1,33,0,27,0,0,13,17,134,16,0,21,2,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,7,11,0,0,10,9,12,0,39,0,0,21,0,0,0,0,0,0,3,0,0
