Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2010-11-26,29,5,0,0,0,0,1,29,0,0,0,0,0,0,13,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,31,0,2,4,0,4,0,0,1,0,19,1,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,5,1,0,17,0,0,10,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,37,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,3,0,11,3,2,2,0,14,0,0,0,0,0,0,0,0,0,0,0,1,8,0,19,0,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,1,1,0,28,0,1,0,7,5,0,0,0,0,11,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,40,0,0,4,0,0,1,0,23,0,0,0,0,1,0,3,0,0,0,2,33,0,33,0,21,0,16,28,0,16,0,0,12,0,23,72,10,0,20,7,0,0,0,1,21,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,5,16,0,0,5,0,0,0,14,0,27,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
2010-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-29,33,17,0,0,0,1,2,26,0,0,0,0,0,1,21,0,0,0,0,9,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,55,0,6,3,0,5,0,0,2,0,35,6,0,0,0,0,0,0,0,0,23,0,2,0,2,0,0,0,22,7,0,23,2,0,14,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,43,0,0,2,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,3,0,13,1,7,7,0,5,0,0,0,0,0,0,0,1,0,0,0,0,23,0,25,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,20,0,0,0,14,9,0,0,4,1,29,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,9,0,0,0,1,0,0,0,0,13,0,58,0,0,8,0,0,0,0,18,0,0,0,0,0,0,7,0,0,0,1,57,0,40,0,43,0,22,45,0,53,0,0,32,0,43,133,13,0,27,5,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,11,0,0,0,0,0,0,0,16,11,0,0,11,0,16,0,16,0,45,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,1,0
2010-11-30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,2,0,0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,2,0,0,34,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-02,45,14,0,0,0,0,1,17,0,0,0,0,0,0,19,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,40,0,6,2,0,3,0,0,3,0,32,3,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,11,2,0,19,0,0,17,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,2,0,0,0,54,0,1,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,7,0,8,4,6,4,0,13,0,0,0,0,0,0,0,0,0,0,1,0,20,0,20,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,19,0,1,0,8,1,0,0,1,0,18,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,34,0,0,9,0,0,4,0,18,0,0,0,0,0,0,5,0,0,0,0,30,0,37,0,26,0,17,38,0,29,0,0,13,0,23,75,14,0,24,4,0,0,0,0,29,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,7,8,0,0,9,0,20,0,12,0,39,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0
2010-12-03,27,11,0,0,0,0,1,20,0,0,0,0,0,0,23,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,46,0,9,10,0,4,0,0,2,0,25,2,0,0,1,0,1,0,0,0,19,0,1,0,0,0,0,0,12,1,0,23,1,0,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,3,1,0,0,0,27,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,38,1,0,11,3,6,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,24,0,1,0,15,6,1,0,1,0,17,0,0,13,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,58,0,0,14,0,0,1,0,24,0,0,0,0,0,0,7,0,0,0,3,38,0,38,0,34,0,7,31,1,30,0,0,24,0,21,77,13,0,23,3,0,0,0,0,30,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,8,14,1,0,11,0,14,0,14,0,53,0,1,31,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0
2010-12-06,48,16,0,0,0,0,2,28,0,0,0,0,0,1,29,0,0,0,0,3,1,0,0,0,1,10,0,0,0,0,0,2,0,1,0,71,0,8,8,0,10,0,0,1,0,31,9,0,0,1,0,0,0,0,0,23,0,2,0,0,1,0,0,28,10,0,23,2,0,22,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,1,2,0,0,1,42,0,0,1,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7,0,19,0,6,7,1,7,0,0,0,0,0,0,1,0,0,0,0,0,30,0,40,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,20,0,1,0,19,2,0,0,4,0,25,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,24,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,58,0,0,16,0,0,2,0,16,0,0,0,0,1,0,17,0,0,0,5,60,0,49,0,47,0,24,58,0,56,0,0,25,0,39,107,12,0,37,9,0,0,0,0,39,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,19,20,1,0,19,0,14,0,22,0,39,0,1,32,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
2010-12-07,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,13,0,1,0,0,1,0,0,49,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-09,29,6,0,0,0,1,0,12,0,0,0,0,0,0,27,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,50,0,6,6,0,4,0,0,0,0,29,4,2,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,18,1,0,33,0,0,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,39,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,6,0,10,0,7,5,2,7,0,0,0,0,0,0,0,0,0,1,0,0,12,0,28,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,27,0,1,0,13,1,0,0,2,0,26,0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,45,0,0,7,0,0,0,0,16,0,0,0,0,1,0,15,0,0,0,2,51,0,53,1,56,1,22,35,0,33,0,0,31,0,36,81,11,0,24,5,0,0,0,0,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,9,15,0,0,10,0,9,0,18,0,37,0,0,26,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,1,0
2010-12-10,29,12,0,0,0,0,2,13,0,0,0,0,0,0,28,1,0,0,0,4,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,56,0,5,3,0,6,0,0,0,0,21,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,9,2,0,22,1,0,16,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,2,0,0,0,38,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,8,0,13,4,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,28,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,10,0,0,0,11,2,0,0,2,0,22,0,1,16,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,28,0,0,0,0,0,6,0,0,0,1,0,0,1,0,8,0,58,0,0,10,0,0,2,0,17,0,0,0,0,1,0,8,0,0,0,5,31,0,35,0,40,0,19,45,0,31,0,0,22,0,28,105,6,0,30,3,0,0,0,0,26,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,2,1,6,0,0,0,0,0,0,0,5,12,1,0,15,0,19,0,15,0,54,0,1,32,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
2010-12-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,5,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,21,0,0,0,0,2,0,2,55,0,0,9,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,6,0,0,0,0,3,0,0,37,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-15,6,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,4,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,26,0,0,0,0,1,0,0,30,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2010-12-16,7,0,0,0,0,0,0,4,0,0,0,0,0,1,15,0,0,0,0,3,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,13,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,10,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,1,0,8,2,0,0,4,0,21,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,4,0,0,0,6,21,0,0,0,0,2,0,0,41,0,0,23,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,13,13,0,0,1,0,11,0,15,0,29,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-17,60,24,0,0,0,0,1,44,0,0,0,0,0,0,27,1,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,80,0,18,4,0,6,0,0,2,0,54,9,1,0,0,0,0,0,0,0,43,0,3,0,0,2,0,0,16,4,0,18,0,0,18,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,1,58,0,0,1,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,9,0,11,2,9,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,53,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,36,0,0,0,8,3,0,0,3,0,27,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,39,0,0,0,0,0,12,0,0,0,0,0,0,0,0,20,0,84,0,0,19,0,0,4,0,28,0,0,0,0,0,0,15,0,0,0,7,61,0,77,0,75,0,32,59,0,71,0,0,38,0,48,164,22,0,33,10,0,0,0,0,39,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,21,23,1,0,21,0,15,0,18,0,60,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
