Grupo de edad,Sexo,Fecha,Casos confirmados
05 - 09 años,M,2020-08-10,3220
10 - 14 años,M,2020-08-10,3623
15 - 19 años,M,2020-08-10,6230
20 - 24 años,M,2020-08-10,16041
25 - 29 años,M,2020-08-10,25323
30 - 34 años,M,2020-08-10,25881
35 - 39 años,M,2020-08-10,21290
40 - 44 años,M,2020-08-10,17946
45 - 49 años,M,2020-08-10,17550
50 - 54 años,M,2020-08-10,16692
55 - 59 años,M,2020-08-10,15706
60 - 64 años,M,2020-08-10,11746
65 - 69 años,M,2020-08-10,7427
70 - 74 años,M,2020-08-10,5286
75 - 79 años,M,2020-08-10,3598
80 y más años,M,2020-08-10,4360
00 - 04 años,F,2020-08-10,3571
05 - 09 años,F,2020-08-10,3030
10 - 14 años,F,2020-08-10,3752
15 - 19 años,F,2020-08-10,7070
20 - 24 años,F,2020-08-10,16009
25 - 29 años,F,2020-08-10,24810
30 - 34 años,F,2020-08-10,23118
35 - 39 años,F,2020-08-10,18468
40 - 44 años,F,2020-08-10,15636
45 - 49 años,F,2020-08-10,16324
50 - 54 años,F,2020-08-10,15547
55 - 59 años,F,2020-08-10,14127
60 - 64 años,F,2020-08-10,10066
65 - 69 años,F,2020-08-10,6676
70 - 74 años,F,2020-08-10,5051
75 - 79 años,F,2020-08-10,3883
80 y más años,F,2020-08-10,6858
00 - 04 años,M,2020-08-14,4042
05 - 09 años,M,2020-08-14,3320
10 - 14 años,M,2020-08-14,3779
15 - 19 años,M,2020-08-14,6396
20 - 24 años,M,2020-08-14,16431
25 - 29 años,M,2020-08-14,25831
30 - 34 años,M,2020-08-14,26389
35 - 39 años,M,2020-08-14,21690
40 - 44 años,M,2020-08-14,18286
45 - 49 años,M,2020-08-14,17929
50 - 54 años,M,2020-08-14,17037
55 - 59 años,M,2020-08-14,16016
60 - 64 años,M,2020-08-14,11975
65 - 69 años,M,2020-08-14,7599
70 - 74 años,M,2020-08-14,5410
75 - 79 años,M,2020-08-14,3686
80 y más años,M,2020-08-14,4458
00 - 04 años,F,2020-08-14,3702
05 - 09 años,F,2020-08-14,3165
10 - 14 años,F,2020-08-14,3901
15 - 19 años,F,2020-08-14,7316
20 - 24 años,F,2020-08-14,16405
25 - 29 años,F,2020-08-14,25340
30 - 34 años,F,2020-08-14,23660
35 - 39 años,F,2020-08-14,18873
40 - 44 años,F,2020-08-14,16024
45 - 49 años,F,2020-08-14,16709
50 - 54 años,F,2020-08-14,15897
55 - 59 años,F,2020-08-14,14460
60 - 64 años,F,2020-08-14,10299
65 - 69 años,F,2020-08-14,6828
70 - 74 años,F,2020-08-14,5176
75 - 79 años,F,2020-08-14,3984
80 y más años,F,2020-08-14,7015
00 - 04 años,M,2020-08-17,4133
05 - 09 años,M,2020-08-17,3400
10 - 14 años,M,2020-08-17,3884
15 - 19 años,M,2020-08-17,6537
20 - 24 años,M,2020-08-17,16683
25 - 29 años,M,2020-08-17,26192
30 - 34 años,M,2020-08-17,26762
35 - 39 años,M,2020-08-17,21985
40 - 44 años,M,2020-08-17,18531
45 - 49 años,M,2020-08-17,18166
50 - 54 años,M,2020-08-17,17255
55 - 59 años,M,2020-08-17,16235
60 - 64 años,M,2020-08-17,12163
65 - 69 años,M,2020-08-17,7712
70 - 74 años,M,2020-08-17,5504
75 - 79 años,M,2020-08-17,3760
80 y más años,M,2020-08-17,4548
00 - 04 años,F,2020-08-17,3794
05 - 09 años,F,2020-08-17,3255
10 - 14 años,F,2020-08-17,4008
15 - 19 años,F,2020-08-17,7467
20 - 24 años,F,2020-08-17,16692
25 - 29 años,F,2020-08-17,25739
30 - 34 años,F,2020-08-17,23985
35 - 39 años,F,2020-08-17,19115
40 - 44 años,F,2020-08-17,16256
45 - 49 años,F,2020-08-17,16941
50 - 54 años,F,2020-08-17,16116
55 - 59 años,F,2020-08-17,14670
60 - 64 años,F,2020-08-17,10466
65 - 69 años,F,2020-08-17,6964
70 - 74 años,F,2020-08-17,5264
75 - 79 años,F,2020-08-17,4061
80 y más años,F,2020-08-17,7122
00 - 04 años,M,2020-08-21,4244
05 - 09 años,M,2020-08-21,3495
10 - 14 años,M,2020-08-21,3998
15 - 19 años,M,2020-08-21,6706
20 - 24 años,M,2020-08-21,16966
25 - 29 años,M,2020-08-21,26639
30 - 34 años,M,2020-08-21,27182
35 - 39 años,M,2020-08-21,22299
40 - 44 años,M,2020-08-21,18845
45 - 49 años,M,2020-08-21,18439
50 - 54 años,M,2020-08-21,17532
55 - 59 años,M,2020-08-21,16478
60 - 64 años,M,2020-08-21,12373
65 - 69 años,M,2020-08-21,7851
70 - 74 años,M,2020-08-21,5598
75 - 79 años,M,2020-08-21,3821
80 y más años,M,2020-08-21,4629
00 - 04 años,F,2020-08-21,3895
05 - 09 años,F,2020-08-21,3349
10 - 14 años,F,2020-08-21,4121
15 - 19 años,F,2020-08-21,7658
20 - 24 años,F,2020-08-21,17027
25 - 29 años,F,2020-08-21,26188
30 - 34 años,F,2020-08-21,24413
35 - 39 años,F,2020-08-21,19507
40 - 44 años,F,2020-08-21,16560
45 - 49 años,F,2020-08-21,17246
50 - 54 años,F,2020-08-21,16405
55 - 59 años,F,2020-08-21,14980
60 - 64 años,F,2020-08-21,10674
65 - 69 años,F,2020-08-21,7128
70 - 74 años,F,2020-08-21,5361
75 - 79 años,F,2020-08-21,4142
80 y más años,F,2020-08-21,7269
00 - 04 años,M,2020-08-24,4337
05 - 09 años,M,2020-08-24,3582
10 - 14 años,M,2020-08-24,4089
15 - 19 años,M,2020-08-24,6879
20 - 24 años,M,2020-08-24,17222
25 - 29 años,M,2020-08-24,27031
30 - 34 años,M,2020-08-24,27543
35 - 39 años,M,2020-08-24,22568
40 - 44 años,M,2020-08-24,19095
45 - 49 años,M,2020-08-24,18692
50 - 54 años,M,2020-08-24,17766
55 - 59 años,M,2020-08-24,16700
60 - 64 años,M,2020-08-24,12558
65 - 69 años,M,2020-08-24,7973
70 - 74 años,M,2020-08-24,5681
75 - 79 años,M,2020-08-24,3894
80 y más años,M,2020-08-24,4712
00 - 04 años,F,2020-08-24,3986
05 - 09 años,F,2020-08-24,3456
10 - 14 años,F,2020-08-24,4235
15 - 19 años,F,2020-08-24,7838
20 - 24 años,F,2020-08-24,17356
25 - 29 años,F,2020-08-24,26628
30 - 34 años,F,2020-08-24,24821
35 - 39 años,F,2020-08-24,19832
40 - 44 años,F,2020-08-24,16813
45 - 49 años,F,2020-08-24,17474
50 - 54 años,F,2020-08-24,16663
55 - 59 años,F,2020-08-24,15236
60 - 64 años,F,2020-08-24,10856
65 - 69 años,F,2020-08-24,7268
70 - 74 años,F,2020-08-24,5454
75 - 79 años,F,2020-08-24,4206
80 y más años,F,2020-08-24,7375
00 - 04 años,M,2020-08-28,4461
05 - 09 años,M,2020-08-28,3705
10 - 14 años,M,2020-08-28,4215
15 - 19 años,M,2020-08-28,7046
20 - 24 años,M,2020-08-28,17551
25 - 29 años,M,2020-08-28,27518
30 - 34 años,M,2020-08-28,28018
35 - 39 años,M,2020-08-28,22901
40 - 44 años,M,2020-08-28,19422
45 - 49 años,M,2020-08-28,18969
50 - 54 años,M,2020-08-28,18064
55 - 59 años,M,2020-08-28,16996
60 - 64 años,M,2020-08-28,12771
65 - 69 años,M,2020-08-28,8118
70 - 74 años,M,2020-08-28,5792
75 - 79 años,M,2020-08-28,3970
80 y más años,M,2020-08-28,4819
00 - 04 años,F,2020-08-28,4115
05 - 09 años,F,2020-08-28,3576
10 - 14 años,F,2020-08-28,4376
15 - 19 años,F,2020-08-28,8049
20 - 24 años,F,2020-08-28,17770
25 - 29 años,F,2020-08-28,27183
30 - 34 años,F,2020-08-28,25301
35 - 39 años,F,2020-08-28,20223
40 - 44 años,F,2020-08-28,17122
45 - 49 años,F,2020-08-28,17780
50 - 54 años,F,2020-08-28,16986
55 - 59 años,F,2020-08-28,15543
60 - 64 años,F,2020-08-28,11058
65 - 69 años,F,2020-08-28,7420
70 - 74 años,F,2020-08-28,5552
75 - 79 años,F,2020-08-28,4303
80 y más años,F,2020-08-28,7531
